,masked_text,original_sentence_text_before_tokenisation,prediction,score,y
198,"The new frontal styling with a rounded nose and trapezoidal-shaped under grille is a further evolution of __NE_FROM__ ' s Under Priority Catamaran and Keen Look design philosophies , both of which emphasize __NE_TO__ cccc ' s increased width .","The new frontal styling with a rounded nose and trapezoidal-shaped under grille is a further evolution of Toyota’s Under Priority Catamaran and Keen Look design philosophies, both of which emphasize Corolla cccc’s increased width.",reject,0.5174108744,0
199,"Looking ahead , __NE_FROM__ must contend with possible trade tensions as U.S. President Donald Trump pressures foreign automakers to make more cars and trucks in the U.S. __NE_TO__ , meanwhile , faces decelerating demand in China as the tax reduction expires .","Looking ahead, Toyota must contend with possible trade tensions as U.S. President Donald Trump pressures foreign automakers to make more cars and trucks in the U.S. VW, meanwhile, faces decelerating demand in China as the tax reduction expires.",reject,0.9942491055,0
200,The report from Japan states that production of the minivan starts in 2020 at __NE_FROM__ ' s __NE_TO__ factory .,The report from Japan states that production of the minivan starts in 2020 at Toyota's Inabe factory.,reject,0.4491704702,0
201,"Farley , who left __NE_FROM__ in 2007 to join __NE_TO__ , said media owners and clients have to get used to spending a lot more money in post-launch efforts with new partners .","Farley, who left Toyota in 2007 to join Ford, said media owners and clients have to get used to spending a lot more money in post-launch efforts with new partners.",reject,0.49350461360000003,0
202,Welch said demonstrators have been at various __NE_FROM__ dealerships -- primarily those located near the closed __NE_TO__ factory -- for the past five or six months .,Welch said demonstrators have been at various Toyota dealerships -- primarily those located near the closed NUMMI factory -- for the past five or six months.,reject,0.6523780823,0
203,"__NE_OTHER__ , which makes more vehicles domestically than rivals __NE_FROM__ , __NE_OTHER__ and __NE_TO__ . combined , has said it wants to keep production of about 3 million vehicles a year in Japan .","Toyota, which makes more vehicles domestically than rivals Honda Motor Co., Nissan Motor Co. and Suzuki Motor Corp. combined, has said it wants to keep production of about 3 million vehicles a year in Japan.",reject,0.8541950583,0
204,"__NE_OTHER__ says shortages could be most acute at __NE_FROM__ , __NE_TO__ and __NE_OTHER__ .","CAR says shortages could be most acute at Honda, Nissan and Toyota.",reject,0.9587365985,0
205,"U.S. auto sales , led by __NE_FROM__ , __NE_TO__ , __NE_OTHER__ and __NE_OTHER__ , rose 13 percent last month as the annualized pace of sales accelerated to 14.9 million -- the highest rate since March 2008 .","U.S. auto sales, led by Toyota, Kia, American Honda and Volkswagen, rose 13 percent last month as the annualized pace of sales accelerated to 14.9 million -- the highest rate since March 2008.",reject,0.9811938405,0
206,__NE_FROM__ to Lower Prices on __NE_TO__ in China .,Toyota to Lower Prices on Lexus Parts in China.,reject,0.4386567175,0
207,"Lawyers suing __NE_FROM__ claim that reports of unintended acceleration increased after __NE_TO__ began to equip vehicles with its ETCS-i system , whereby the engine ' s throttle is controlled electronically , not mechanically .","Lawyers suing Toyota claim that reports of unintended acceleration increased after Toyota began to equip vehicles with its ETCS-i system, whereby the engine's throttle is controlled electronically, not mechanically.",B_supplies_A,0.7551918626,1
208,"A rescue of __NE_FROM__ is being organized by a consortium of Japanese companies led by __NE_TO__ , with the backing of a state-run fund , to counter a bid for the chipmaker by the U.S. - based private equity firm __NE_OTHER__ ,","A rescue of Renesas Electronics is being organized by a consortium of Japanese companies led by Toyota Motor Corp., with the backing of a state-run fund, to counter a bid for the chipmaker by the U.S.-based private equity firm KKR,",ownership,0.48760318760000004,4
209,"__NE_FROM__ remains committed to hydrogen cars , but a lack of infrastructure has slowed its plans , says __NE_TO__ CEO Jim Lentz .","Toyota remains committed to hydrogen cars, but a lack of infrastructure has slowed its plans, says Toyota North America CEO Jim Lentz.",reject,0.3439133763,0
210,"Sweden and Norway are launching the __NE_FROM__ fuel cell __NE_TO__ in summer 2016 , after initial European entry in UK , Germany , Denmark and Belgium ( early 2016 )","Sweden and Norway are launching the Toyota fuel cell Mirai in summer 2016, after initial European entry in UK, Germany, Denmark  and Belgium (early 2016)",ownership,0.39465817810000003,4
211,"Ram took third place , followed by the __NE_FROM__ in fourth and the __NE_TO__ in fifth .","Ram took third place, followed by the Toyota Tacoma in fourth and the GMC Sierra in fifth.",reject,0.5470416546,0
212,"Editor ' s note : An earlier version of this story incorrectly described the change in the __NE_FROM__ division ' s light-truck sales in June and year-to-date through June , and the change in the __NE_TO__ division ' s sales volume in June and year-to-date through June .","Editor's note: An earlier version of this story incorrectly described the change in the Toyota division's light-truck sales in June and year-to-date through June, and the change in the Toyota division's sales volume in June and year-to-date through June.",reject,0.9399708509,0
213,"The __NE_FROM__ solar array will reduce carbon dioxide emissions by 7122 metric tons , or the equivalent of almost 1,000 homes electricity usage for a year , and position __NE_TO__ as the leader among auto companies in U.S. for installed solar power .","The Plano solar array will reduce carbon dioxide emissions by 7122 metric tons, or the equivalent of almost 1,000 homes electricity usage for a year, and position Toyota as the leader among auto companies in U.S. for installed solar power.",reject,0.5774867535,0
214,"__NE_OTHER__ and __NE_FROM__ came roaring back in May , putting the squeeze on __NE_OTHER__ , __NE_TO__ and other automakers that have scored big gains in market share since the 2011 Japan earthquake .","Toyota and Honda came roaring back in May, putting the squeeze on General Motors, Ford and other automakers that have scored big gains in market share since the 2011 Japan earthquake.",reject,0.9306803346,0
215,The station is based on the __NE_FROM__ concept unveiled at the 2011 __NE_TO__ and features two main aspects :,The station is based on the Toyota Smart Mobility Park concept unveiled at the 2011 Tokyo Motor Show and features two main aspects:,ambiguous,0.3186527491,3
216,"__NE_FROM__ is partnering with __NE_OTHER__ . on open-source software called __NE_OTHER__ that can run smartphones , tablets , TVs and car systems , and has garnered interest from automakers including __NE_TO__ .","Samsung is partnering with Intel Corp. on open-source software called Tizen that can run smartphones, tablets, TVs and car systems, and has garnered interest from automakers including Toyota.",reject,0.9173036814000001,0
217,"__NE_FROM__ and __NE_TO__ both boosted output 4 % to 55,500 and 62,100 units , respectively .","Honda and Toyota both boosted output 4% to 55,500 and 62,100 units, respectively.",reject,0.6067425013000001,0
218,__NE_FROM__ will become a major rival for __NE_OTHER__ and __NE_TO__ in north China with the new plant .,Nissan will become a major rival for Volkswagen and Toyota in north China with the new plant.,reject,0.3306559324,0
219,__NE_FROM__ webinar takes a look at __NE_TO__ future model plans and production outlook to 2020 .,Automotive World webinar takes a look at Toyota Motor Corporation future model plans and production outlook to 2020.,reject,0.6257682443,0
220,"__NE_FROM__ does not build brakes , so it was unclear why the company issued a statement distancing itself from a __NE_TO__ model under fire for alleged brake problems .","CTS does not build brakes, so it was unclear why the company issued a statement distancing itself from a Toyota model under fire for alleged brake problems.",reject,0.7870020866,0
221,TOKYO -- Japanese fair trade regulators have raided the offices of __NE_FROM__ supplier __NE_TO__ . as part of a reported probe into price fixing by Japanese auto parts makers .,TOKYO -- Japanese fair trade regulators have raided the offices of Toyota Group supplier Denso Corp. as part of a reported probe into price fixing by Japanese auto parts makers.,reject,0.8036155105,0
222,"Sales growth has outpaced __NE_FROM__ and __NE_TO__ . in the U.S. and China this year , as __NE_OTHER__ chases its targets of 8 percent operating margin and 8 percent global market share .","Sales growth has outpaced Honda Motor Co. and Toyota Motor Corp. in the U.S. and China this year, as Nissan chases its targets of 8 percent operating margin and 8 percent global market share.",reject,0.9444014430000001,0
223,He hopes gaining full control of __NE_FROM__ will enable __NE_TO__ to implement the latter company ' s superior expertise in cost management .,He hopes gaining full control of Daihatsu will enable Toyota to implement the latter company’s superior expertise in cost management.,reject,0.3452207446,0
224,"The InoveMob Challenge was developed by __NE_FROM__ in partnership with __NE_TO__ , and support from the __NE_OTHER__ .","The InoveMob Challenge was developed by Toyota Mobility Foundation in partnership with WRI Brasil, and support from the National Front of Mayors .",ambiguous,0.396348238,3
225,"The __NE_FROM__ says investigators found that __NE_TO__ waited four months to notify regulators of the problem , despite a law requiring automakers to report safety defects within five days of discovery .","The DOT says investigators found that Toyota waited four months to notify regulators of the problem, despite a law requiring automakers to report safety defects within five days of discovery.",reject,0.9208581448000001,0
226,"Among the partners in __NE_FROM__ are __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_TO__ and","Among the partners in Mcity are Ford Motor Co., General Motors, Toyota Motor Corp., Nissan Motor Co. and",reject,0.8646089435000001,0
227,"Currently , the country is flooded by vehicles from __NE_FROM__ , __NE_TO__ , and __NE_OTHER__ that are produced locally and sold at relatively high prices .","Currently, the country is flooded by vehicles from Toyota, Honda, and Suzuki that are produced locally and sold at relatively high prices.",reject,0.5469830632,0
228,"So far , neither __NE_FROM__ nor __NE_TO__ have confirmed whether the negotiations have really started , according to __NE_OTHER__ .","So far, neither Toyota nor Alphabet have confirmed whether the negotiations have really started, according to Automotive News Europe.",reject,0.8961487412,0
229,"U.S. sales of __NE_OTHER__ last year dropped 31 percent to 327,804 compared with deliveries in 2007 , __NE_OTHER__ ' s best-ever year , while __NE_FROM__ ' s __NE_TO__ sales also dropped 28 percent to 282,530 in the period .","U.S. sales of Camry last year dropped 31 percent to 327,804 compared with deliveries in 2007, Toyota's best-ever year, while Honda Motor Corp.'s Accord sales also dropped 28 percent to 282,530 in the period.",reject,0.9643045664000001,0
230,"The parts strike followed walkouts by the same union that shut down vehicle assembly lines at __NE_FROM__ , __NE_OTHER__ , __NE_TO__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ and __NE_OTHER__ for three weeks beginning Aug. 19 .","The parts strike followed walkouts by the same union that shut down vehicle assembly lines at BMW, Daimler, Ford, General Motors, Nissan, Toyota and Volkswagen for three weeks beginning Aug. 19.",reject,0.9984002709,0
231,"__NE_FROM__ tells __NE_TO__ it is aware of 24 reports of Takata airbags misfiring in the company ' s vehicles , including eight that caused injuries .","Toyota tells Reuters it is aware of 24 reports of Takata airbags misfiring in the company's vehicles, including eight that caused injuries.",B_supplies_A,0.6707842946,1
232,"__NE_FROM__ ' s ascension , coupled with __NE_TO__ ' s decline , helped push the average score for U.S. automakers ahead of their foreign counterparts for the first time .","Ford's ascension, coupled with Toyota's decline, helped push the average score for U.S. automakers ahead of their foreign counterparts for the first time.",reject,0.9586462379,0
233,"__NE_OTHER__ sold 79,385 __NE_OTHER__ in the U.S. last year , down from 196,555 in 2007 , the first full year after it was redesigned to compete with models from __NE_FROM__ and __NE_TO__ .","Toyota sold 79,385 Tundras in the U.S. last year, down from 196,555 in 2007, the first full year after it was redesigned to compete with models from Ford and GM.",reject,0.9361186624000001,0
234,"__NE_FROM__ . will spend $ 1 billion over five years to establish the __NE_TO__ , a facility dedicated initially to developing artificial intelligence systems for the carmaker ' s vehicles and factories .","Toyota Motor Corp. will spend $1 billion over five years to establish the Toyota Research Institute Inc., a facility dedicated initially to developing artificial intelligence systems for the carmaker’s vehicles and factories.",B_supplies_A,0.4745307267,1
235,Perhaps __NE_FROM__ and __NE_TO__ can advance that bar a little higher .,Perhaps Toyota and THUMS can advance that bar a little higher.,reject,0.7969065309000001,0
236,Three __NE_FROM__ Hold Ceremony to Reaffirm Commitment to __NE_TO__ .,Three Toyota Group Companies Hold Ceremony to Reaffirm Commitment to Tohoku Region Revitalization.,reject,0.830497086,0
237,"__NE_FROM__ , __NE_TO__ .","Toyota, Mazda Set Up U.S. Manufacturing Venture.",reject,0.7710912824,0
238,"1 , vaulting past __NE_FROM__ and __NE_TO__ , the newspaper reported .","1, vaulting past Toyota and General Motors, the newspaper reported.",reject,0.7459702492,0
239,"__NE_FROM__ has a deal to purchase cars from __NE_TO__ , outfit them with __NE_OTHER__ ' s technology and maintain them , a more labor-intensive project than the __NE_OTHER__ plans .","Uber has a deal to purchase cars from Volvo, outfit them with Uber's technology and maintain them, a more labor-intensive project than the Toyota plans.",reject,0.5830270052000001,0
240,"__NE_OTHER__ , __NE_FROM__ , __NE_TO__ , Highlander and Land Cruiser Make Debut at __NE_OTHER__","Special Edition Avalon, Camry, Corolla, Highlander and Land Cruiser Make Debut at Toyota Booth",reject,0.8641891479,0
241,"That compares with the industry ' s 16 percent gain , as demand for __NE_FROM__ ' s __NE_OTHER__ wagons fell and Japanese companies including __NE_TO__ . regained market share as they restored production disrupted by the March 2011 tsunami and earthquake .","That compares with the industry's 16 percent gain, as demand for Kia's Soul wagons fell and Japanese companies including Toyota Motor Corp. regained market share as they restored production disrupted by the March 2011 tsunami and earthquake.",reject,0.9581343532000001,0
242,– sales of __NE_FROM__ and __NE_TO__ hybrid models have exceeded 7 million globally .,– sales of Toyota and Lexus hybrid models have exceeded 7 million globally.,reject,0.3128703833,0
243,"__NE_FROM__ ' s 144,781 sales were just 5,020 behind __NE_TO__ in September , a gain of almost 40,000 units in a year .","Toyota's 144,781 sales were just 5,020 behind Chevy in September, a gain of almost 40,000 units in a year.",reject,0.36432278160000003,0
244,__NE_FROM__ and __NE_TO__ inventories have n't come roaring back yet .,Toyota and Honda inventories haven't come roaring back yet.,reject,0.8497352004000001,0
245,"But old habits die hard , and in some circles __NE_FROM__ , __NE_TO__ , __NE_OTHER__ , __NE_OTHER__ and other international brands are still looked at as kind of "" guests ' in the American auto industry rather than the stakeholders that we are .","But old habits die hard, and in some circles Honda, Toyota, Mercedes, BMW and other international brands are still looked at as kind of ""guests' in the American auto industry rather than the stakeholders that we are.",reject,0.98164922,0
246,"The __NE_FROM__ closure lops off about 400,000 units of capacity from __NE_TO__ ' s global total of 10 million vehicles .","The NUMMI closure lops off about 400,000 units of capacity from Toyota's global total of 10 million vehicles.",B_supplies_A,0.6500638723000001,1
247,"But winning a new four-year contract deal with the Detroit automakers will just clear the way for a battle that King believes will determine whether the __NE_OTHER__ survives -- organizing plants run by the likes of __NE_OTHER__ , __NE_OTHER__ , __NE_FROM__ and __NE_TO__ in order to reverse a steady slide in the union ' s membership and influence .","But winning a new four-year contract deal with the Detroit automakers will just clear the way for a battle that King believes will determine whether the UAW survives -- organizing plants run by the likes of VW, Toyota, Nissan and Hyundai in order to reverse a steady slide in the union's membership and influence.",reject,0.863671124,0
248,"On average , __NE_OTHER__ dealers have about a 40-day supply of __NE_FROM__ pickup trucks , far short of __NE_TO__ ' s target of about 70 days , Goss said .","On average, Toyota dealers have about a 40-day supply of Tacoma pickup trucks, far short of Toyota's target of about 70 days, Goss said.",reject,0.6502245665,0
249,But an unidentified executive tells __NE_FROM__ that __NE_TO__ ' s year-on-year sales in China dropped about 43 % in September .,But an unidentified executive tells Reuters that Toyota's year-on-year sales in China dropped about 43% in September.,reject,0.6370998025,0
250,__NE_FROM__ notes that the indexes for __NE_OTHER__ and __NE_TO__ have been sliding steadily for five years .,PPI notes that the indexes for Toyota and Honda have been sliding steadily for five years.,reject,0.5017809868,0
251,This is the first time __NE_FROM__ and __NE_TO__ have collaborated on product development .,This is the first time Toyota and Ford have collaborated on product development.,ambiguous,0.44378271700000005,3
252,-- __NE_FROM__ . said capacity at the plant it ' s building in Mexico that will also make cars for __NE_TO__ . will be 21 percent larger than planned .,-- Mazda Motor Corp. said capacity at the plant it's building in Mexico that will also make cars for Toyota Motor Corp. will be 21 percent larger than planned.,reject,0.6946046948,0
253,"__NE_FROM__ ' s net income was flat at 342.4 billion yen ( € 2.7 billion ) in the 2012-2013 fiscal period , a lower profit than rivals __NE_TO__ and __NE_OTHER__ .","Nissan's net income was flat at 342.4 billion yen (€2.7 billion) in the 2012-2013 fiscal period, a lower profit than rivals Honda and Toyota.",reject,0.8594130874,0
254,"The plants supply local assembly operations of __NE_FROM__ , __NE_OTHER__ and __NE_TO__ .","The plants supply local assembly operations of Toyota, Daihatsu and Nissan.",reject,0.6449125409,0
255,"That would be the best fuel-economy in the segment , topping __NE_OTHER__ ' s __NE_OTHER__ , __NE_OTHER__ ' s __NE_FROM__ , __NE_OTHER__ ' s __NE_OTHER__ and __NE_OTHER__ ' s new __NE_TO__ small car , __NE_OTHER__ said .","That would be the best fuel-economy in the segment, topping Toyota's Corolla, Honda's Civic, Nissan Motor Co.'s Sentra and Ford Motor Co.'s new Focus small car, Hyundai said.",reject,0.9676283002,0
256,"U.S. auto sales , led by __NE_FROM__ , __NE_TO__ , __NE_OTHER__ and __NE_OTHER__ , rose 13 percent last month as the annualized pace of sales accelerated to 14.9 million -- the highest rate since March 2008 .","U.S. auto sales, led by Toyota, Kia, American Honda and Volkswagen, rose 13 percent last month as the annualized pace of sales accelerated to 14.9 million -- the highest rate since March 2008.",reject,0.9811938405,0
257,__NE_FROM__ / __NE_TO__ – SEMA Edition TRD Land Cruiser Specs,SEMA / Toyota – SEMA Edition TRD Land Cruiser Specs,reject,0.7832487226,0
258,"While the automaker has burned through $ 230.5 million in cash and posted losses in every quarter since it was founded in July 2003 , __NE_FROM__ attracted __NE_TO__ , which plans to buy $ 50 million of shares alongside the IPO .","While the automaker has burned through $230.5 million in cash and posted losses in every quarter since it was founded in July 2003, Tesla attracted Toyota Motor Corp., which plans to buy $50 million of shares alongside the IPO.",reject,0.5199862719,0
259,Traditional residual-value leaders __NE_FROM__ and __NE_TO__ remain strong .,Traditional residual-value leaders Toyota Motor Sales U.S.A. and American Honda Motor Co. remain strong.,reject,0.8711329699,0
260,"The personnel changes made today , which were based on the principle of appointing the right people to the right positions , are aimed at thoroughly honing the Toyota Production System and __NE_FROM__ ' s approach to cost reduction , which the company considers to be two of its strengths , and at fortifying __NE_TO__ ' s activities in the all-important Chinese market .","The personnel changes made today, which were based on the principle of appointing the right people to the right positions, are aimed at thoroughly honing the Toyota Production System and TMC’s approach to cost reduction, which the company considers to be two of its strengths, and at fortifying TMC’s activities in the all-important Chinese market.",reject,0.9705348015,0
261,"Despite the impact of Sandy , October was a solid month for __NE_FROM__ and the industry , and we look for the market to remain strong in the months ahead , "" said Bob Carter , __NE_TO__ ' s chief of automotive operations .","Despite the impact of Sandy, October was a solid month for Toyota and the industry, and we look for the market to remain strong in the months ahead,"" said Bob Carter, Toyota's chief of automotive operations.",reject,0.9376080036000001,0
262,__NE_FROM__ was forced to recall more than 11 million __NE_TO__ and __NE_OTHER__ vehicles worldwide and has since spent billions of dollars to settle lawsuits stemming from the unintended-acceleration allegations .,Toyota was forced to recall more than 11 million Toyota and Lexus vehicles worldwide and has since spent billions of dollars to settle lawsuits stemming from the unintended-acceleration allegations.,reject,0.9018808007,0
263,"However , several have announced their attendance , including __NE_FROM__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_TO__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , and __NE_OTHER__ .","However, several have announced their attendance, including Citroën, Hyundai, Jaguar, Kia, Land Rover, Lexus, Mercedes-Benz, Peugeot, Smart, Suzuki, and Toyota.",reject,0.9948934317,0
264,"Carmakers that outpaced overall market expansion last month were __NE_FROM__ ( + 13 % to 404,000 vehicles ) , PSA ( + 66 % to 259,200 , or + 8 % to 168,200 when __NE_OTHER__ is ignored ) , BMW ( + 8 % to 111,500 ) , Hyundai-Kia ( + 6 % to 99,000 ) , __NE_TO__ ( + 13 % to 75,300 ) and __NE_OTHER__ ( + 29 % to 38,100 ) .","Carmakers that outpaced overall market expansion last month were Volkswagen Group (+13% to 404,000 vehicles), PSA (+66% to 259,200, or +8% to 168,200 when Opel is ignored), BMW (+8% to 111,500), Hyundai-Kia (+6% to 99,000), Toyota (+13% to 75,300) and Volvo (+29% to 38,100).",reject,0.9884782434,0
265,"If talks to renegotiate __NE_FROM__ fail and the agreement unravels , __NE_TO__ will have committed nearly $ 1 billion to Mexican-made pickups at two plants — trucks that could be subject to a 25 percent tariff when they come across the border into the U.S .","If talks to renegotiate NAFTA fail and the agreement unravels, Toyota will have committed nearly $1 billion to Mexican-made pickups at two plants — trucks that could be subject to a 25 percent tariff when they come across the border into the U.S.",reject,0.9350932837,0
266,__NE_FROM__ named the __NE_TO__ pickup truck an __NE_OTHER__ winner for the 14th consecutive year .,ALG named the Toyota Tacoma pickup truck an RVA winner for the 14th consecutive year.,A_supplies_B,0.505089879,2
267,"Despite the defeat , Aman said the union has made significant progress at the __NE_FROM__ plants , saying it was the first vote Unifor was able to secure at __NE_TO__ .","Despite the defeat, Aman said the union has made significant progress at the Toyota plants, saying it was the first vote Unifor was able to secure at Toyota.",reject,0.913348496,0
268,"The company ' s customers include __NE_OTHER__ , __NE_FROM__ , __NE_TO__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ and __NE_OTHER__ .","The company's customers include BMW, Ford, Hyundai-Kia, Mercedes-Benz, Nissan, Opel, PSA, Renault, Toyota and Volkswagen.",reject,0.9862962961,0
269,"The __NE_OTHER__ will conduct the $ 25 million federally funded study , and eight automakers -- __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_FROM__ and __NE_TO__ . -- are each contributing eight vehicles that will be equipped with transmitters and receivers to communicate with other vehicles and warning systems that will alert drivers if a crash is imminent .","The University of Michigan Transportation Research Institute will conduct the $25 million federally funded study, and eight automakers -- General Motors, Ford Motor Co., Toyota Motor Corp., Honda Motor Co., Volkswagen AG, Daimler AG, Hyundai Motor Co. and Nissan Motor Co. -- are each contributing eight vehicles that will be equipped with transmitters and receivers to communicate with other vehicles and warning systems that will alert drivers if a crash is imminent.",reject,0.9960339665000001,0
270,"Carmakers are poised to test consumer interest in fuel-cell-powered cars , beginning with the debut of __NE_FROM__ ' s __NE_TO__ sedan next month .","Carmakers are poised to test consumer interest in fuel-cell-powered cars, beginning with the debut of Toyota Motor Corp.'s Mirai sedan next month.",reject,0.8641580939,0
271,and it ' s going to perform maybe in some ways better as a __NE_FROM__ than a __NE_TO__ .,and it's going to perform maybe in some ways better as a Toyota than a Scion.,reject,0.7699691653,0
272,"__NE_FROM__ ' s car sales held up relatively well given the broad shift in the market , with the Corolla sedan falling 4.9 percent and the outgoing __NE_TO__ down 9.5 percent .","Toyota's car sales held up relatively well given the broad shift in the market, with the Corolla sedan falling 4.9 percent and the outgoing Camry down 9.5 percent.",reject,0.8979786038,0
273,"says the men rigged prices on seatbelts for __NE_FROM__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ and __NE_TO__ vehicles .","says the men rigged prices on seatbelts for Honda, Mazda, Nissan, Subaru and Toyota vehicles.",reject,0.9632693529,0
274,"__NE_FROM__ and __NE_TO__ have been working together on a new sports car platform for six years now , and though most of the collaborative effort remains a mystery , we now know where the hardware will come from .","BMW and Toyota have been working together on a new sports car platform for six years now, and though most of the collaborative effort remains a mystery, we now know where the hardware will come from.",B_supplies_A,0.5865294933,1
275,__NE_OTHER__ is shuffling two high-profile executive jobs by having its vice president of sales and dealership development at the __NE_FROM__ division swap roles with his __NE_TO__ counterpart .,Toyota North America is shuffling two high-profile executive jobs by having its vice president of sales and dealership development at the Toyota division swap roles with his Lexus counterpart.,reject,0.6658835411,0
276,"Suppliers told Henke that __NE_FROM__ ' s problems are the result of "" less experienced staff in __NE_TO__ ' s purchasing group for whom the ' Toyota Way ' is not yet the way of doing things .","Suppliers told Henke that Toyota's problems are the result of ""less experienced staff in Toyota's purchasing group for whom the 'Toyota Way' is not yet the way of doing things.",reject,0.8970193863,0
277,"September sales climbed 26 % for __NE_OTHER__ , 23 % for __NE_OTHER__ , 20 % for __NE_FROM__ and 15 % for __NE_TO__ .","September sales climbed 26% for Toyota, 23% for Honda, 20% for Nissan and 15% for General Motors.",reject,0.9429375529,0
278,"__NE_FROM__ , __NE_TO__ , __NE_OTHER__ .","Toyota Division, Toyota Motor Sales, U.S.A., Inc.",reject,0.8564711213,0
279,__NE_FROM__ still holds the lead six-month lead over __NE_TO__ .,Toyota still holds the lead six-month lead over GM.,reject,0.6103987098,0
280,"__NE_FROM__ , meanwhile , has been threatened by President-elect Trump with a big border tax on Mexican-produced __NE_TO__ , but will continue to move forward with its Guanajuato plant and says it looks forward to working with Trump in future manufacturing practices .","Toyota, meanwhile, has been threatened by President-elect Trump with a big border tax on Mexican-produced Corollas, but will continue to move forward with its Guanajuato plant and says it looks forward to working with Trump in future manufacturing practices.",reject,0.43887907270000004,0
281,"But now that it ' s open season on __NE_FROM__ , some members of __NE_TO__ , some plaintiffs ' attorneys , and some safety consultants argue that electronic throttle controls could be / may be / have to be the problem .","But now that it's open season on Toyota, some members of Congress, some plaintiffs' attorneys, and some safety consultants argue that electronic throttle controls could be / may be / have to be the problem.",reject,0.9828954935,0
282,__NE_FROM__ recognizes __NE_TO__ as environmental leader for 12th consecutive year .,EPA recognizes Toyota as environmental leader for 12th consecutive year.,reject,0.7278156877,0
283,"By bringing this heavy duty , zero emission hydrogen fuel cell proof of concept truck to the Port , __NE_FROM__ has planted a flag that we hope many others will follow , ” said Mary D. Nichols , Chair , __NE_TO__ .","By bringing this heavy duty, zero emission hydrogen fuel cell proof of concept truck to the Port, Toyota has planted a flag that we hope many others will follow,” said Mary D. Nichols, Chair, California Air Resources Board .",B_supplies_A,0.5288723707,1
284,__NE_FROM__ ' s nightmare year Allegations that several popular __NE_TO__ models were prone to accelerate dangerously out of control led to a string of recalls -- and a year of misery for the company .,Toyota's nightmare year  Allegations that several popular Toyota models were prone to accelerate dangerously out of control led to a string of recalls -- and a year of misery for the company.,reject,0.8146469593000001,0
285,"The major carmakers who reported fewer sales last month were __NE_FROM__ ( - 27 % ) , __NE_TO__ ( - 12 % ) , __NE_OTHER__ ( - 19 % ) , __NE_OTHER__ ( - 19 % ) and __NE_OTHER__ ( - 7 % ) .","The major carmakers who reported fewer sales last month were Fiat (-27%), Ford (-12%), General Motors (-19%), Toyota (-19%) and Volkswagen (-7%).",reject,0.9953795671000001,0
286,"Prior to becoming president , King emerged as the __NE_FROM__ ' s point person in its failed campaign to convince __NE_TO__ to drop plans to close a California assembly plant .","Prior to becoming president, King emerged as the UAW's point person in its failed campaign to convince Toyota to drop plans to close a California assembly plant.",reject,0.9089963436,0
287,"New Corolla , __NE_FROM__ help boost __NE_TO__ sales 9 % .","New Corolla, RAV4 help boost Toyota sales 9%.",reject,0.8205785751,0
288,"__NE_FROM__ and __NE_OTHER__ received to build a co-owned assembly plant in Huntsville , Ala. , totaled at least $ 700 million , __NE_TO__ reports .","Toyota and Mazda received to build a co-owned assembly plant in Huntsville, Ala., totaled at least $700 million, Bloomberg News reports.",reject,0.5188041925,0
289,"Indeed , with shifts in consumer tastes , nursing a hybrid car such as the CT may prove less appealing to __NE_FROM__ than adding a small crossover , like a luxe version of __NE_TO__ ' s C-HR due out next year .","Indeed, with shifts in consumer tastes, nursing a hybrid car such as the CT may prove less appealing to Lexus than adding a small crossover, like a luxe version of Toyota's C-HR due out next year.",reject,0.9403873682,0
290,Crossover sales help lift __NE_FROM__ above __NE_TO__ .,Crossover sales help lift Toyota above Ford.,reject,0.7715735435000001,0
291,"He previously worked in a number of executive and senior management positions at __NE_OTHER__ , __NE_OTHER__ , __NE_FROM__ and __NE_TO__ , specializing in marketing , product development and digital , the company said .","He previously worked in a number of executive and senior management positions at Barclays Bank, Citigroup, American Express and Toyota Financial Services, specializing in marketing, product development and digital, the company said.",reject,0.8850383162000001,0
292,"Inaba tells __NE_FROM__ that __NE_TO__ ' s U.S. staff will control all processes from design and development to program budgets , purchasing and manufacturing .","Inaba tells Automotive News that Toyota's U.S. staff will control all processes from design and development to program budgets, purchasing and manufacturing.",B_supplies_A,0.5178074837000001,1
293,"We do n't see a scenario of running out of __NE_FROM__ , "" said Randy Pflughaupt , __NE_TO__ group vice president of sales administration .","We don't see a scenario of running out of Prius,"" said Randy Pflughaupt, Toyota group vice president of sales administration.",reject,0.7485664487,0
